agent_ref,parent_agent_ref,depth,child_count,safe_role_category,source_projection_disposition,nickname_metadata_present,communication_metadata_present,tool_activity_metadata_present,task_activity_metadata_present,final_answer_payload_preserved,model_provider_metadata_present,actual_model_identity_preserved,assignment_payload_preserved,task_turns_started,task_turns_completed,turns_aborted,error_markers,terminal_evidence,usefulness_or_acceptance
agent-0193,agent-0192,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0194,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0195,agent-0194,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0196,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0197,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0198,agent-0197,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,15,16,0,0,task-complete-observed,unknown
agent-0199,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0200,agent-0199,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,50,50,0,0,task-complete-observed,unknown
agent-0201,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0202,agent-0201,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,22,22,0,0,task-complete-observed,unknown
agent-0203,agent-0149,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0204,agent-0149,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0205,agent-0149,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0206,agent-0149,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0207,agent-0206,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0208,agent-0153,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,6,6,0,0,task-complete-observed,unknown
agent-0209,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0210,agent-0209,2,0,metadata-unavailable,captured,False,False,True,True,False,True,False,False,30,30,0,0,task-complete-observed,unknown
agent-0211,agent-0199,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0212,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0213,agent-0212,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0214,agent-0153,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,37,37,0,0,task-complete-observed,unknown
agent-0215,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0216,agent-0199,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0217,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0218,agent-0217,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0219,agent-0001,1,4,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0220,agent-0219,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0221,agent-0215,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0222,agent-0219,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0223,agent-0217,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,27,27,0,0,task-complete-observed,unknown
agent-0224,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,1,1,0,task-complete-observed,unknown
agent-0225,agent-0224,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0226,agent-0219,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0227,agent-0219,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0228,agent-0227,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,6,6,0,0,task-complete-observed,unknown
agent-0229,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0230,agent-0229,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0231,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0232,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0233,agent-0232,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0234,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0235,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0236,agent-0235,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,9,9,0,0,task-complete-observed,unknown
agent-0237,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0238,agent-0237,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0239,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0240,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0241,agent-0240,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,38,38,0,0,task-complete-observed,unknown
agent-0242,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0243,agent-0242,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0244,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0245,agent-0001,1,15,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,4,5,0,0,task-complete-observed,unknown
agent-0246,agent-0245,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0247,agent-0001,1,5,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0248,agent-0247,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,29,29,0,0,task-complete-observed,unknown
agent-0249,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0250,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0251,agent-0240,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0252,agent-0245,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0253,agent-0249,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0254,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0255,agent-0254,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0256,agent-0240,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,12,12,0,0,task-complete-observed,unknown
agent-0257,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0258,agent-0247,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,11,11,0,0,task-complete-observed,unknown
agent-0259,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0260,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0261,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,1,0,task-complete-observed,unknown
agent-0262,agent-0247,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,21,21,0,0,task-complete-observed,unknown
agent-0263,agent-0247,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0264,agent-0254,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0265,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0266,agent-0265,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,72,72,0,0,task-complete-observed,unknown
agent-0267,agent-0247,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0268,agent-0172,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0269,agent-0260,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,32,33,0,0,task-complete-observed,unknown
agent-0270,agent-0245,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,26,27,0,0,task-complete-observed,unknown
agent-0271,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0272,agent-0260,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0273,agent-0260,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0274,agent-0273,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0275,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0276,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0277,agent-0276,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0278,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0279,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0280,agent-0279,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,22,22,0,0,task-complete-observed,unknown
agent-0281,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0282,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0283,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0284,agent-0283,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0285,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0286,agent-0285,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0287,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0288,agent-0287,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,15,15,0,0,task-complete-observed,unknown
agent-0289,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0290,agent-0289,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,8,8,0,0,task-complete-observed,unknown
agent-0291,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0292,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0293,agent-0292,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0294,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0295,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0296,agent-0295,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,6,6,0,0,task-complete-observed,unknown
agent-0297,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0298,agent-0297,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,21,21,0,0,task-complete-observed,unknown
agent-0299,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0300,agent-0299,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0301,agent-0245,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0302,agent-0245,2,2,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0303,agent-0245,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,6,0,0,task-complete-observed,unknown
agent-0304,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0305,agent-0304,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0306,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0307,agent-0306,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,16,16,0,0,task-complete-observed,unknown
agent-0308,agent-0245,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0309,agent-0308,3,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0310,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0311,agent-0245,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0312,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0313,agent-0245,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,24,24,0,0,task-complete-observed,unknown
agent-0314,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0315,agent-0314,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0316,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0317,agent-0316,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0318,agent-0245,2,0,metadata-unavailable,excluded,False,False,False,False,False,False,False,False,0,0,0,0,no-terminal-evidence,unknown
agent-0319,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0320,agent-0319,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0321,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0322,agent-0321,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0323,agent-0302,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0324,agent-0302,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0325,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0326,agent-0325,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0327,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0328,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0329,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0330,agent-0329,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,14,14,0,0,task-complete-observed,unknown
agent-0331,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0332,agent-0331,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0333,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0334,agent-0333,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0335,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0336,agent-0335,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0337,agent-0001,1,9,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,3,3,1,0,task-complete-observed,unknown
agent-0338,agent-0337,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0339,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0340,agent-0339,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0341,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0342,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0343,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0344,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0345,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0346,agent-0337,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,1,0,task-complete-observed,unknown
agent-0347,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0348,agent-0347,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0349,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0350,agent-0349,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,26,26,0,0,task-complete-observed,unknown
agent-0351,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0352,agent-0337,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0353,agent-0346,3,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0354,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0355,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0356,agent-0337,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,1,0,task-complete-observed,unknown
agent-0357,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0358,agent-0339,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,24,24,0,0,task-complete-observed,unknown
agent-0359,agent-0339,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,7,7,0,0,task-complete-observed,unknown
agent-0360,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0361,agent-0001,1,2,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,5,6,0,0,task-complete-observed,unknown
agent-0362,agent-0361,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0363,agent-0360,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0364,agent-0361,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0365,agent-0360,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0366,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0367,agent-0366,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0368,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0369,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0370,agent-0369,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0371,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0372,agent-0371,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,15,15,0,0,task-complete-observed,unknown
agent-0373,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0374,agent-0373,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0375,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0376,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,4,0,0,task-complete-observed,unknown
agent-0377,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,4,0,0,task-complete-observed,unknown
agent-0378,agent-0377,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,28,28,0,0,task-complete-observed,unknown
agent-0379,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0380,agent-0379,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,27,27,0,0,task-complete-observed,unknown
agent-0381,agent-0001,1,1,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,3,0,0,task-complete-observed,unknown
agent-0382,agent-0381,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,42,42,0,0,task-complete-observed,unknown
agent-0383,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0384,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,2,2,0,0,task-complete-observed,unknown
agent-0385,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,1,0,1,0,turn-aborted-without-completion,unknown
agent-0386,agent-0385,2,0,metadata-unavailable,captured,False,False,False,True,False,True,False,False,5,5,0,0,task-complete-observed,unknown
agent-0387,agent-0385,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0388,agent-0385,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,2,0,0,task-complete-observed,unknown
agent-0389,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0390,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,3,3,0,0,task-complete-observed,unknown
agent-0391,agent-0001,1,3,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0392,agent-0391,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,4,3,0,0,task-complete-observed,unknown
agent-0393,agent-0001,1,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0394,agent-0391,2,0,agent-metadata-present-role-unknown,captured,True,True,True,True,False,True,False,False,1,1,0,0,task-complete-observed,unknown
agent-0395,agent-0391,2,1,agent-metadata-present-role-unknown,captured,True,True,True,True,True,True,False,False,2,2,0,0,task-complete-observed,unknown
